,Mutagenicity,Blood-Brain Barrier Penetration,Oral Bioavailability,CYP1A2 Inhibition,CYP2C19 Inhibition,CYP2C9 Substrate,CYP2C9 Inhibition,CYP2D6 Substrate,CYP2D6 Inhibition,CYP3A4 Substrate,CYP3A4 Inhibition,Carcinogenicity,Clinical Toxicity,Drug Induced Liver Injury,Human Intestinal Absorption,Androgen Receptor (Ligand Binding Domain),Androgen Receptor (Full Length),Aryl Hydrocarbon Receptor,Aromatase,Estrogen Receptor (Ligand Binding Domain),Estrogen Receptor (Full Length),Peroxisome Proliferator-Activated Receptor Gamma,PAMPA Permeability,P-glycoprotein Inhibition,Nrf2-Antioxidant Responsive Element,ATPase Family AAA Domain-Containing Protein 5 (ATAD5),Heat Shock Factor Response Element,Mitochondrial Membrane Potential,Tumor Protein p53,Skin Reaction,hERG Blocking,Cell Effective Permeability,Drug Clearance (Hepatocyte),Drug Clearance (Microsome),Half Life,Hydration Free Energy,Acute Toxicity LD50,Lipophilicity,Plasma Protein Binding Rate,Aqueous Solubility,Volume of Distribution at Steady State
23,0.0929813172668218,0.7589588403701782,0.5942898869514466,0.1053654462099075,0.1009563701227307,0.0120665710419416,0.0019494098756695,0.5701801300048828,0.8958136439323425,0.311620956659317,0.0153910683933645,0.0152919843792915,0.0043110384678584,0.0041448079282417,0.7350370228290558,0.002822212036699,0.0142740469425916,0.0065142306499183,0.0568731000646948,0.0201980344951152,0.1729607030749321,0.0004461802240257,0.7619385600090027,0.2317092034965753,0.1571189865469932,0.0007393613574095,0.0071730493626091,0.0151370158419013,0.0015567695256322,0.9602383494377136,0.9297672152519226,-4.733847371075044,73.39182080196447,-13.398301490027062,33.01459513763431,-6.4004998571610185,2.7408333796643825,1.0772337177807316,56.76499957351318,-2.445769379767023,23.593675456249105
24,0.2998862296342849,0.6414310872554779,0.3879595696926117,0.8031111359596252,0.2233809202909469,0.1723406046628952,0.0495424447581172,0.5618907153606415,0.8107075572013855,0.5422183990478515,0.5189431190490723,0.2080530285835266,0.021485570888035,0.7964605331420899,0.8969707250595093,0.0896273486316204,0.0370916508138179,0.5779590129852294,0.2572472423315048,0.0873078413307666,0.1895664542913437,0.0179168234462849,0.5399380028247833,0.5755779981613159,0.574200701713562,0.0500262377783656,0.099936518445611,0.257381996512413,0.2343355908989906,0.5470237493515014,0.922055971622467,-5.125503736616496,24.85146731429261,50.170378923861726,-45.50427779041324,-11.047386674132396,2.5457303502873705,2.676206925053925,100.98029549817946,-3.196707608037154,0.2240311347381539
25,0.6859153389930726,0.5447089195251464,0.6340985536575318,0.0610179532319307,0.0043381609139032,0.0759293485432863,0.0006289232958806,0.3316314816474914,0.0642979405820369,0.141774059087038,0.0010284342482918,0.4287832200527191,0.0037666861200705,0.0540073003619909,0.2051718443632126,0.0198362317401915,0.0627664394676685,0.0764434434473514,0.0034834934282116,0.0045470006298273,0.1602364212274551,8.117041213608899e-05,0.3200184911489486,0.0008497461785736,0.0109787783585488,0.0089799934998154,0.0004345179026131,0.0010346818860853,0.001536843413487,0.9151553630828856,0.5244366705417634,-5.51592020375364,26.807870027251777,-26.56247785200748,-4.969221402806614,-14.740447845965804,2.440470040048121,-2.0588644517320778,-20.711848004500357,-1.1646932514259265,7.933160884032683
26,0.0043339031981304,0.6717815577983857,0.9517009973526,0.002645226707682,0.0689291164278984,0.5203382492065429,0.0570043295621871,0.0332005258649587,0.0026990340673364,0.2655077636241912,0.00105589304585,0.382071778178215,0.0010152020899113,0.4523905515670776,0.999660849571228,0.0001222672253788,0.0037595351692289,0.0023257041699253,0.0006745804683305,0.0047015874646604,0.1015677258372306,0.0111972265876829,0.7147624969482422,0.002244599442929,0.0040073449956253,0.0002597204693302,0.0025861634174361,0.0052927975077182,0.0001922326307976,0.3764037132263184,0.0048125551315024,-4.329864978181598,27.36432899886153,10.268279968651608,-4.610028363932393,-6.417423979261704,2.080762383779581,0.368098636737406,83.58970118778116,-2.7764871797952644,3.11821877175092
27,0.0077903669327497,0.8997412919998169,0.7966413974761963,0.0990950478240847,0.199993497133255,0.3044293791055679,0.0020105848787352,0.5311040759086609,0.8364283800125122,0.7941566586494446,0.2731202930212021,0.0575192257761955,0.0015689859865233,0.0100574766751378,0.992660903930664,9.826945470194914e-05,0.0024892513873055,0.0082921010442078,0.036546080186963,0.024354282207787,0.0692107137292623,0.0001729320950516,0.95763258934021,0.0350088972598314,0.0495570845436304,7.745038092252799e-05,0.0082485284423455,0.1417804524302482,0.0004189161107206,0.8131236672401428,0.6097328722476959,-4.431725772223782,70.97735949746003,13.51497181971238,30.13762430484477,-5.3886953233973145,3.064088443522225,2.0982020085904445,65.95500798350211,-3.4723598398019506,17.58706446615449
28,0.3282349944114685,0.5896391093730926,0.4815944910049438,0.0005604530218988,0.0079284039558842,0.0240610440261662,0.0036213752871844,0.2127193883061409,0.2729563385248184,0.8301589250564575,0.1576193578541279,0.1526723831892013,0.0188462927937507,0.0474866380915045,0.5450273171067238,0.0069690217263996,0.0230890571139752,0.0072013727505691,0.0117838643491268,0.0272874826565384,0.1482642695307731,0.0002399803121079,0.5344917953014374,0.384094214439392,0.1040634915232658,0.0017718681599944,0.0074083969579078,0.0219117585103958,0.0034635261865332,0.4185184210538864,0.792129397392273,-5.919300576063245,-4.306283582624833,22.360686995081867,18.98192311017249,-7.872642533976827,4.055718654084208,1.905280324442948,75.00969829726492,-2.4707944922057687,3.960878958675973
29,0.0766695600003004,0.3709374070167541,0.3816127747297287,0.0316434908658266,0.0212347688153386,0.0433771841228008,0.004048261558637,0.6670316815376282,0.6965177059173584,0.4531801581382751,0.0363165866583585,0.0259842782048508,0.0121404343284666,0.0208841335028409,0.9283674716949464,0.0156538577750325,0.0587093356996774,0.3578371345996857,0.0096496447920799,0.0205719443038105,0.3519642561674118,0.0001923664661262,0.5812922656536103,0.1183206722140312,0.0191273952834308,0.0011090487008914,0.0056541661848314,0.00410210727714,0.0028446911601349,0.3126558385789394,0.7106301665306092,-4.9984128580326335,6.710373087586932,-10.788589014082673,0.2132509990555736,-12.8638499462523,2.8786990242668637,0.9706656317896044,61.03788385451219,-2.269640174210668,6.654241996727579
30,0.0041794828372076,0.928351902961731,0.7990841746330262,0.7247099280357361,0.3020824953913689,0.3517409447580576,0.0442097077146172,0.4671035625040531,0.0263411864638328,0.5438431024551391,0.0842615414410829,0.5405651777982712,0.0003076913308177,0.1488817926496267,0.9999929904937744,2.065246981146629e-05,0.001770364830736,0.0027880880283191,0.0085159121081233,0.0049062381032854,0.0276434823870658,0.0004522246061242,0.993578028678894,0.011634914111346,0.0179316724650561,7.832363535271724e-05,0.0036649034824222,0.1507699891924858,0.0003558967728167,0.5491544246673584,0.1239807896316051,-4.145334345986618,101.15472392096464,73.12803174864077,-0.410144297472663,-1.8875981498524552,1.76717995083724,3.9051321440182183,92.68037278615112,-3.903332658639432,2.1141138182100065
31,0.6123628199100495,0.1178301870822906,0.7984793782234192,0.0006242338029551,0.0011658854578854,0.025855323113501,0.0009212546458002,0.010251067392528,0.004997888742946,0.094952430576086,0.0016762780491262,0.2642736494541168,0.0035052136634476,0.7311179161071777,0.5198505729436874,0.1189953573048114,0.2946617543697357,0.005919279390946,0.0141448205336928,0.0170464442111551,0.194185984134674,0.0011291151342447,0.0718825198709964,0.0093073474243283,0.0163436878472566,0.0031223963596858,0.0005600489646894,0.0012398501712596,0.0032327920547686,0.2867215782403945,0.0730108141899108,-4.940062434128144,18.97393625475493,10.569018053227191,-29.790707804820293,-12.169101502215584,1.7542837905305124,-1.3356410592756425,48.52497541988794,-3.052043242645896,-1.1257456314624086
32,0.0920220419764518,0.1966914042830467,0.5372777104377746,0.0018872597836889,0.0165578942513093,0.1010124415159225,0.002214063500287,0.2964211821556091,0.2595085948705673,0.4618925631046295,0.3272281616926193,0.1170509956777095,0.0192190799396485,0.0346029717940837,0.2107229378074407,0.0146753913722932,0.0433365408331155,0.0096441834233701,0.0025410239933989,0.0133386760950088,0.1107909817248582,0.0011047169649827,0.6263296127319335,0.0947834573686123,0.0372163940221071,0.0007679704664042,0.0026031985762529,0.0058216071221977,0.0015976180380675,0.5418698370456696,0.745362389087677,-5.128903819931129,46.89148040206898,-10.320620931313131,2.017136727713476,-10.609697694312176,3.152834727135881,0.9877584783819056,47.75306951879802,-1.6531761267923493,-1.5212222628787224
